target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
FCER1A,ENSG00000179639,0.010451594424187138,0.00020637769674854847,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Fc fragment of IgE receptor Ia
MYT1L,ENSG00000186487,0.010433554272762062,0.00013421709104824173,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,myelin transcription factor 1 like
FHIT,ENSG00000189283,0.010422347617689152,8.939047075660373e-05,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,fragile histidine triad diadenosine triphosphatase
QKI,ENSG00000112531,0.010410592367926986,4.236947170794007e-05,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"QKI, KH domain containing RNA binding"
CDR1,ENSG00000288642,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,cerebellar degeneration related protein 1
IKBKG,ENSG00000269335,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
TIMM23,ENSG00000265354,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,translocase of inner mitochondrial membrane 23
BCL2L2-PABPN1,ENSG00000258643,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,BCL2L2-PABPN1 readthrough
IL10RB,ENSG00000243646,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,interleukin 10 receptor subunit beta
TNFRSF13B,ENSG00000240505,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,TNF receptor superfamily member 13B
HLA-DPA1,ENSG00000231389,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"major histocompatibility complex, class II, DP alpha 1"
CHUK,ENSG00000213341,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,component of inhibitor of nuclear factor kappa B kinase complex
IGHV3-23,ENSG00000211949,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,immunoglobulin heavy variable 3-23
IGHM,ENSG00000211899,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,immunoglobulin heavy constant mu
NAT8B,ENSG00000204872,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"N-acetyltransferase 8B (putative, gene/pseudogene)"
DMD,ENSG00000198947,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,dystrophin
GRM3,ENSG00000198822,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,glutamate metabotropic receptor 3
LPA,ENSG00000198670,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,lipoprotein(a)
CYP2B6,ENSG00000197408,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,cytochrome P450 family 2 subfamily B member 6
PDLIM7,ENSG00000196923,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,PDZ and LIM domain 7
CACNA1H,ENSG00000196557,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,calcium voltage-gated channel subunit alpha1 H
C10orf99,ENSG00000188373,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,chromosome 10 open reading frame 99
RTN4RL2,ENSG00000186907,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,reticulon 4 receptor like 2
NF2,ENSG00000186575,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,neurofibromin 2
GLDN,ENSG00000186417,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,gliomedin
YTHDF3,ENSG00000185728,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,YTH N6-methyladenosine RNA binding protein 3
SRPRA,ENSG00000182934,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,SRP receptor subunit alpha
PAPPA,ENSG00000182752,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,pappalysin 1
KCNJ10,ENSG00000177807,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,potassium inwardly rectifying channel subfamily J member 10
NR2F1,ENSG00000175745,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,nuclear receptor subfamily 2 group F member 1
PELI3,ENSG00000174516,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,pellino E3 ubiquitin protein ligase family member 3
HSPB7,ENSG00000173641,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,heat shock protein family B (small) member 7
PTPRM,ENSG00000173482,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,protein tyrosine phosphatase receptor type M
OLR1,ENSG00000173391,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,oxidized low density lipoprotein receptor 1
ABCG4,ENSG00000172350,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ATP binding cassette subfamily G member 4
CST2,ENSG00000170369,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,cystatin SA
SMAD1,ENSG00000170365,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,SMAD family member 1
FOS,ENSG00000170345,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"Fos proto-oncogene, AP-1 transcription factor subunit"
HSPB2,ENSG00000170276,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,heat shock protein family B (small) member 2
AXIN2,ENSG00000168646,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,axin 2
HJV,ENSG00000168509,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,hemojuvelin BMP co-receptor
FEN1,ENSG00000168496,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,flap structure-specific endonuclease 1
PTGDR,ENSG00000168229,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,prostaglandin D2 receptor
RBPJ,ENSG00000168214,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,recombination signal binding protein for immunoglobulin kappa J region
ATG16L2,ENSG00000168010,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,autophagy related 16 like 2
TRAPPC9,ENSG00000167632,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,trafficking protein particle complex 9
SGPL1,ENSG00000166224,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,sphingosine-1-phosphate lyase 1
GAPVD1,ENSG00000165219,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,GTPase activating protein and VPS9 domains 1
TP53INP1,ENSG00000164938,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,tumor protein p53 inducible nuclear protein 1
IL17RE,ENSG00000163701,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,interleukin 17 receptor E
ALPI,ENSG00000163295,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"alkaline phosphatase, intestinal"
S100A9,ENSG00000163220,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,S100 calcium binding protein A9
SLAMF6,ENSG00000162739,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,SLAM family member 6
AIRE,ENSG00000160224,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,autoimmune regulator
PIP,ENSG00000159763,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,prolactin induced protein
SEPTIN14,ENSG00000154997,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,septin 14
ANKFN1,ENSG00000153930,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ankyrin repeat and fibronectin type III domain containing 1
GRID2,ENSG00000152208,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,glutamate ionotropic receptor delta type subunit 2
HSPB8,ENSG00000152137,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,heat shock protein family B (small) member 8
TLCD3B,ENSG00000149926,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,TLC domain containing 3B
PAK1,ENSG00000149269,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,p21 (RAC1) activated kinase 1
GSN,ENSG00000148180,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,gelsolin
ZNF697,ENSG00000143067,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,zinc finger protein 697
AKT1,ENSG00000142208,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,AKT serine/threonine kinase 1
ERBB2,ENSG00000141736,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,erb-b2 receptor tyrosine kinase 2
SMAD4,ENSG00000141646,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,SMAD family member 4
FURIN,ENSG00000140564,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"furin, paired basic amino acid cleaving enzyme"
CYP1A2,ENSG00000140505,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,cytochrome P450 family 1 subfamily A member 2
PTGR2,ENSG00000140043,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,prostaglandin reductase 2
EGF,ENSG00000138798,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,epidermal growth factor
CASP6,ENSG00000138794,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,caspase 6
SSB,ENSG00000138385,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,small RNA binding exonuclease protection factor La
CYP1B1,ENSG00000138061,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,cytochrome P450 family 1 subfamily B member 1
GTF2B,ENSG00000137947,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,general transcription factor IIB
THBS1,ENSG00000137801,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,thrombospondin 1
TPMT,ENSG00000137364,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,thiopurine S-methyltransferase
KLF4,ENSG00000136826,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Kruppel like factor 4
MIP,ENSG00000135517,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,major intrinsic protein of lens fiber
MAP3K7,ENSG00000135341,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,mitogen-activated protein kinase kinase kinase 7
CD36,ENSG00000135218,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,CD36 molecule
CMPK2,ENSG00000134326,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,cytidine/uridine monophosphate kinase 2
BCL2L2,ENSG00000129473,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,BCL2 like 2
KLF2,ENSG00000127528,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Kruppel like factor 2
SLPI,ENSG00000124107,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,secretory leukocyte peptidase inhibitor
PIK3CA,ENSG00000121879,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
FOXO3,ENSG00000118689,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,forkhead box O3
CASP8AP2,ENSG00000118412,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,caspase 8 associated protein 2
F3,ENSG00000117525,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"coagulation factor III, tissue factor"
EPHA4,ENSG00000116106,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,EPH receptor A4
ITK,ENSG00000113263,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,IL2 inducible T cell kinase
LY86,ENSG00000112799,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,lymphocyte antigen 86
SOD2,ENSG00000112096,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,superoxide dismutase 2
CALCA,ENSG00000110680,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,calcitonin related polypeptide alpha
PITRM1,ENSG00000107959,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,pitrilysin metallopeptidase 1
ABCA2,ENSG00000107331,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ATP binding cassette subfamily A member 2
TGFBR1,ENSG00000106799,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,transforming growth factor beta receptor 1
PTPRZ1,ENSG00000106278,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,protein tyrosine phosphatase receptor type Z1
NAMPT,ENSG00000105835,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,nicotinamide phosphoribosyltransferase
JAK3,ENSG00000105639,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Janus kinase 3
CD33,ENSG00000105383,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,CD33 molecule
HNRNPL,ENSG00000104824,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,heterogeneous nuclear ribonucleoprotein L
NDRG1,ENSG00000104419,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,N-myc downstream regulated 1
OCA2,ENSG00000104044,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,OCA2 melanosomal transmembrane protein
PYCARD,ENSG00000103490,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,PYD and CARD domain containing
EEA1,ENSG00000102189,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,early endosome antigen 1
AHCY,ENSG00000101444,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,adenosylhomocysteinase
TUBB1,ENSG00000101162,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,tubulin beta 1 class VI
LGMN,ENSG00000100600,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,legumain
CABIN1,ENSG00000099991,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,calcineurin binding protein 1
THPO,ENSG00000090534,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,thrombopoietin
MT3,ENSG00000087250,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,metallothionein 3
EIF2AK1,ENSG00000086232,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,eukaryotic translation initiation factor 2 alpha kinase 1
ARG2,ENSG00000081181,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,arginase 2
UBE2K,ENSG00000078140,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ubiquitin conjugating enzyme E2 K
FBLN1,ENSG00000077942,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,fibulin 1
ACTB,ENSG00000075624,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,actin beta
ABCC9,ENSG00000069431,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ATP binding cassette subfamily C member 9
REEP1,ENSG00000068615,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,receptor accessory protein 1
PKN2,ENSG00000065243,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,protein kinase N2
ITIH4,ENSG00000055955,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,inter-alpha-trypsin inhibitor heavy chain 4
PTPRN,ENSG00000054356,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,protein tyrosine phosphatase receptor type N
MYOM2,ENSG00000036448,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,myomesin 2
ANK1,ENSG00000029534,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ankyrin 1
ABCC8,ENSG00000006071,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ATP binding cassette subfamily C member 8
ITGAL,ENSG00000005844,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,integrin subunit alpha L
HSPB6,ENSG00000004776,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,heat shock protein family B (small) member 6
SPINK7,ENSG00000145879,0.010216975235980558,0.0,0.0,0.0,0.0,0.010216975235980558,0.0,0.0,serine peptidase inhibitor Kazal type 7
MAF,ENSG00000178573,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,MAF bZIP transcription factor
PLSCR1,ENSG00000188313,0.009925179880901816,0.0,0.0,0.0,0.0,0.009925179880901816,0.0,0.0,phospholipid scramblase 1
PCSK1N,ENSG00000102109,0.009557765461049774,0.0,0.0,0.0,0.0,0.009557765461049774,0.0,0.0,proprotein convertase subtilisin/kexin type 1 inhibitor
FOXB1,ENSG00000171956,0.009464064004377392,0.0,0.0,0.0,0.0,0.009464064004377392,0.0,0.0,forkhead box B1
CRTC2,ENSG00000160741,0.0092,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,CREB regulated transcription coactivator 2
CENPC,ENSG00000145241,0.009110141421889248,0.0,0.0,0.0,0.0,0.009110141421889248,0.0,0.0,centromere protein C
TNFAIP6,ENSG00000123610,0.008919746309911783,0.0,0.0,0.0,0.0,0.008919746309911783,0.0,0.0,TNF alpha induced protein 6
IFITM3,ENSG00000142089,0.008892181272413067,0.0,0.0,0.0,0.0,0.008892181272413067,0.0,0.0,interferon induced transmembrane protein 3
SAMD9L,ENSG00000177409,0.00869282007197694,0.0,0.0,0.0,0.0,0.00869282007197694,0.0,0.0,sterile alpha motif domain containing 9 like
MARCKSL1,ENSG00000175130,0.008690403710366439,0.0,0.0,0.0,0.0,0.008690403710366439,0.0,0.0,MARCKS like 1
CDC42EP1,ENSG00000128283,0.008596327506842113,0.0,0.0,0.0,0.0,0.008596327506842113,0.0,0.0,CDC42 effector protein 1
RPN1,ENSG00000163902,0.00851715623927548,0.0,0.0,0.0,0.0,0.00851715623927548,0.0,0.0,ribophorin I
CYP2U1-AS1,ENSG00000245293,0.008434208118633199,0.0,0.0,0.0,0.0,0.008434208118633199,0.0,0.0,CYP2U1 and SGMS2 antisense RNA 1
GAST,ENSG00000184502,0.008422582846790223,0.0,0.0,0.0,0.0,0.008422582846790223,0.0,0.0,gastrin
CLDN1,ENSG00000163347,0.008400000000000001,0.0,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,claudin 1
MPZ,ENSG00000158887,0.008400000000000001,0.0,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,myelin protein zero
SLC2A1,ENSG00000117394,0.008400000000000001,0.0,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,solute carrier family 2 member 1
RPS6KA5,ENSG00000100784,0.008400000000000001,0.0,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,ribosomal protein S6 kinase A5
SSH1,ENSG00000084112,0.008380315985933704,0.0,0.0,0.0,0.0,0.008380315985933704,0.0,0.0,slingshot protein phosphatase 1
H4C5,ENSG00000276966,0.00836146645047173,0.0,0.0,0.0,0.0,0.00836146645047173,0.0,0.0,H4 clustered histone 5
ZNF154,ENSG00000179909,0.008107598747115067,0.0,0.0,0.0,0.0,0.008107598747115067,0.0,0.0,zinc finger protein 154
MYD88,ENSG00000172936,0.008070928970654447,0.0,0.0,0.0,0.0,0.008070928970654447,0.0,0.0,MYD88 innate immune signal transduction adaptor
DUSP10,ENSG00000143507,0.008,0.0,0.0,0.0,0.0,0.0,0.008,0.0,dual specificity phosphatase 10
NEIL1,ENSG00000140398,0.008,0.0,0.0,0.0,0.0,0.0,0.008,0.0,nei like DNA glycosylase 1
TSC2,ENSG00000103197,0.008,0.0,0.0,0.0,0.0,0.0,0.008,0.0,TSC complex subunit 2
LINC01126,ENSG00000279873,0.007885736700147325,0.0,0.0,0.0,0.0,0.007885736700147325,0.0,0.0,long intergenic non-protein coding RNA 1126
AC092127.1,ENSG00000260417,0.007883223298535774,0.0,0.0,0.0,0.0,0.007883223298535774,0.0,0.0,novel transcript
AC092127.2,ENSG00000270124,0.007806752490845326,0.0,0.0,0.0,0.0,0.007806752490845326,0.0,0.0,novel transcript
CDC42-IT1,ENSG00000230068,0.007731357442080433,0.0,0.0,0.0,0.0,0.007731357442080433,0.0,0.0,CDC42 intronic transcript 1
ATP6AP2,ENSG00000182220,0.0076,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,ATPase H+ transporting accessory protein 2
DNM1L,ENSG00000087470,0.0076,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,dynamin 1 like
ARHGEF2,ENSG00000116584,0.007595326574824407,0.0,0.0,0.0,0.0,0.007595326574824407,0.0,0.0,Rho/Rac guanine nucleotide exchange factor 2
STX11,ENSG00000135604,0.007566060560232742,0.0,0.0,0.0,0.0,0.007566060560232742,0.0,0.0,syntaxin 11
ASTN2,ENSG00000148219,0.007543295018158758,0.0,0.0,0.0,0.0,0.007543295018158758,0.0,0.0,astrotactin 2
RTN3,ENSG00000133318,0.007500478919239131,0.0,0.0,0.0,0.0,0.007500478919239131,0.0,0.0,reticulon 3
JUNB,ENSG00000171223,0.007446041538126386,0.0,0.0,0.0,0.0,0.007446041538126386,0.0,0.0,"JunB proto-oncogene, AP-1 transcription factor subunit"
ZNFX1,ENSG00000124201,0.007446041538126386,0.0,0.0,0.0,0.0,0.007446041538126386,0.0,0.0,zinc finger NFX1-type containing 1
LAMP3,ENSG00000078081,0.007431355101262327,0.0,0.0,0.0,0.0,0.007431355101262327,0.0,0.0,lysosomal associated membrane protein 3
ENO1,ENSG00000074800,0.0074,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,enolase 1
SMCHD1,ENSG00000101596,0.007325958658696914,0.0,0.0,0.0,0.0,0.007325958658696914,0.0,0.0,structural maintenance of chromosomes flexible hinge domain containing 1
NUTF2,ENSG00000102898,0.007319556293336302,7.595310366809322e-05,0.0,0.0,0.0,0.007300568017419279,0.0,0.0,nuclear transport factor 2
UTS2R,ENSG00000181408,0.0072822879277668635,0.0,0.0,0.0,0.0,0.0072822879277668635,0.0,0.0,urotensin 2 receptor
MX2,ENSG00000183486,0.007230606923943607,0.0,0.0,0.0,0.0,0.007230606923943607,0.0,0.0,MX dynamin like GTPase 2
CERS6,ENSG00000172292,0.0072000000000000015,0.0,0.0,0.0,0.0,0.0,0.0072000000000000015,0.0,ceramide synthase 6
FOXA1,ENSG00000129514,0.0072000000000000015,0.0,0.0,0.0,0.0,0.0,0.0072000000000000015,0.0,forkhead box A1
BDKRB1,ENSG00000100739,0.0072000000000000015,0.0,0.0,0.0,0.0,0.0,0.0072000000000000015,0.0,bradykinin receptor B1
AGRN,ENSG00000188157,0.0071749901750699265,0.0,0.0,0.0,0.0,0.0071749901750699265,0.0,0.0,agrin
FPR2,ENSG00000171049,0.007152010516604195,0.0,0.0,0.0,0.0,0.007152010516604195,0.0,0.0,formyl peptide receptor 2
OR2H1,ENSG00000204688,0.0071186612133180595,0.0,0.0,0.0,0.0,0.0071186612133180595,0.0,0.0,olfactory receptor family 2 subfamily H member 1
MCAT,ENSG00000100294,0.007017741200097499,0.0,0.0,0.0,0.0,0.007017741200097499,0.0,0.0,malonyl-CoA-acyl carrier protein transacylase
CDKN2B,ENSG00000147883,0.007,0.0,0.0,0.0,0.0,0.0,0.007,0.0,cyclin dependent kinase inhibitor 2B
KLKB1,ENSG00000164344,0.0068000000000000005,0.0,0.0,0.0,0.0,0.0,0.0068000000000000005,0.0,kallikrein B1
EIF5B,ENSG00000158417,0.0068000000000000005,0.0,0.0,0.0,0.0,0.0,0.0068000000000000005,0.0,eukaryotic translation initiation factor 5B
ATF4,ENSG00000128272,0.0068000000000000005,0.0,0.0,0.0,0.0,0.0,0.0068000000000000005,0.0,activating transcription factor 4
OLFM3,ENSG00000118733,0.0068000000000000005,0.0,0.0,0.0,0.0,0.0,0.0068000000000000005,0.0,olfactomedin 3
ADM,ENSG00000148926,0.0067672598424820644,0.0,0.0,0.0,0.0,0.0067672598424820644,0.0,0.0,adrenomedullin
PCDHGA7,ENSG00000253537,0.006762124504354945,0.0,0.0,0.0,0.0,0.006762124504354945,0.0,0.0,"protocadherin gamma subfamily A, 7"
EPSTI1,ENSG00000133106,0.006591124571946884,0.0,0.0,0.0,0.0,0.006591124571946884,0.0,0.0,epithelial stromal interaction 1
PNPT1,ENSG00000138035,0.006563664835801364,0.0,0.0,0.0,0.0,0.006563664835801364,0.0,0.0,polyribonucleotide nucleotidyltransferase 1
SCARF2,ENSG00000244486,0.006468412157901871,0.0,0.0,0.0,0.0,0.006468412157901871,0.0,0.0,scavenger receptor class F member 2
DES,ENSG00000175084,0.0064,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,desmin
ALK,ENSG00000171094,0.0064,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,ALK receptor tyrosine kinase
DLAT,ENSG00000150768,0.0064,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,dihydrolipoamide S-acetyltransferase
DLST,ENSG00000119689,0.0064,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,dihydrolipoamide S-succinyltransferase
DTX3L,ENSG00000163840,0.00628580449777073,0.0,0.0,0.0,0.0,0.00628580449777073,0.0,0.0,deltex E3 ubiquitin ligase 3L
APOBEC3B,ENSG00000179750,0.006240133031907052,0.0,0.0,0.0,0.0,0.006240133031907052,0.0,0.0,apolipoprotein B mRNA editing enzyme catalytic subunit 3B
ACTBL2,ENSG00000169067,0.0062249464134090556,0.0,0.0,0.0,0.0,0.0062249464134090556,0.0,0.0,actin beta like 2
AFF1,ENSG00000172493,0.006182540491132226,0.0,0.0,0.0,0.0,0.006182540491132226,0.0,0.0,AF4/FMR2 family member 1
